Phone,Account.Length,Day.Mins,Day.Calls,Day.Charge,Eve.Mins,Eve.Calls,Eve.Charge,Night.Mins,Night.Calls,Night.Charge,Intl.Mins,Intl.Calls,Intl.Charge,CustServ.Calls,Churn.
368-1288,98,165,129,28.05,202.6,113,17.22,172.3,94,7.75,12.5,7,3.38,1,True.
403-5279,130,155.9,95,26.5,256.1,97,21.77,262.9,103,11.83,11.7,3,3.16,3,False.
397-9333,136,199.2,122,33.86,214.7,114,18.25,150.9,105,6.79,11.8,7,3.19,1,False.
411-7353,47,155.3,116,26.4,188.2,85,16,247,73,11.12,12.3,4,3.32,3,False.
330-4419,107,157.1,79,26.71,162.6,124,13.82,150,138,6.75,12.1,6,3.27,1,False.
390-7930,91,154.4,165,26.25,168.3,121,14.31,239.9,81,10.8,11.7,4,3.16,5,True.
362-5111,159,189.1,105,32.15,246.1,147,20.92,242,106,10.89,10.4,5,2.81,1,True.
409-7494,167,166.4,85,28.29,243.2,135,20.67,229.2,95,10.31,9.9,5,2.67,1,False.
400-1636,111,142.3,75,24.19,122.8,106,10.44,229.5,94,10.33,12.8,9,3.46,2,False.
389-2747,99,87.7,103,14.91,223,86,18.96,182.3,112,8.2,7.3,4,1.97,2,False.
415-2176,159,184.1,78,31.3,194.5,71,16.53,225.6,101,10.15,16.9,3,4.56,0,False.
377-8067,114,174.5,104,29.67,224.2,92,19.06,116.3,91,5.23,12.3,10,3.32,2,False.
362-7835,71,103.3,103,17.56,138.5,79,11.77,164.8,98,7.42,9,2,2.43,2,False.
361-5225,122,35.1,62,5.97,180.8,89,15.37,251.6,58,11.32,12.7,2,3.43,1,False.
333-3447,100,246.6,94,41.92,141.4,112,12.02,189.8,109,8.54,13,5,3.51,1,False.
341-3044,83,78.5,109,13.35,210.5,101,17.89,179.7,102,8.09,11.8,4,3.19,1,False.
350-7306,64,148.1,73,25.18,164.9,101,14.02,216,125,9.72,12.3,2,3.32,5,True.
402-3476,144,251.6,87,42.77,197.6,118,16.8,209.2,97,9.41,12.2,3,3.29,2,False.
338-6018,106,270.3,111,45.95,215.2,90,18.29,254,133,11.43,14.4,7,3.89,1,True.
409-3520,19,156.6,97,26.62,224.2,97,19.06,260.9,135,11.74,11.3,1,3.05,1,False.
353-3285,127,220.2,108,37.43,188.4,124,16.01,172.7,113,7.77,11.7,3,3.16,2,False.
409-9885,9,214.1,108,36.4,169.2,115,14.38,189.7,117,8.54,10.1,3,2.73,1,False.
388-7701,157,196,74,33.32,213.4,96,18.14,196.8,81,8.86,7.9,6,2.13,1,False.
385-8184,105,106.4,71,18.09,240.1,83,20.41,147.7,114,6.65,5.3,4,1.43,6,True.
345-2863,105,179.4,113,30.5,275.4,100,23.41,246.1,105,11.07,10,5,2.7,0,False.
389-5649,31,177.3,129,30.14,152.8,105,12.99,162.9,92,7.33,5.1,2,1.38,0,False.
378-8137,161,151.6,117,25.77,219.4,87,18.65,224.7,68,10.11,4,5,1.08,1,False.
340-4627,95,262.2,123,44.57,165.2,82,14.04,194.3,57,8.74,10.6,5,2.86,0,False.
352-6833,122,173.6,110,29.51,91.7,84,7.79,211.7,103,9.53,9.7,7,2.62,3,False.
418-8170,119,217.2,94,36.92,138.7,52,11.79,139.3,85,6.27,11.3,4,3.05,0,False.
403-9417,16,209.5,89,35.62,172.8,85,14.69,94.1,102,4.23,8.8,4,2.38,1,False.
330-6165,99,95.4,105,16.22,207.2,101,17.61,136,117,6.12,5.6,5,1.51,1,False.
412-4185,76,214.6,110,36.48,205.2,87,17.44,134.6,140,6.06,8.1,2,2.19,1,False.
409-4734,167,131.6,120,22.37,211.3,96,17.96,168.3,97,7.57,11.1,4,3,4,True.
348-9828,129,168.4,117,28.63,217.1,129,18.45,81.6,100,3.67,11.8,7,3.19,1,False.
418-8850,116,146.4,123,24.89,176.6,113,15.01,212.6,102,9.57,7.8,5,2.11,1,False.
347-7773,128,103.3,122,17.56,245.9,123,20.9,161.1,95,7.25,6.4,7,1.73,0,False.
392-6841,47,112.2,70,19.07,154.8,106,13.16,166.7,105,7.5,10.6,2,2.86,0,False.
354-2189,40,170.7,55,29.02,179.1,108,15.22,281.9,89,12.69,8.2,9,2.21,3,False.
349-9060,173,172.5,78,29.33,142.6,91,12.12,102,63,4.59,10.9,2,2.94,0,False.
334-1311,157,194.3,107,33.03,243.2,108,20.67,322.2,114,14.5,7.1,5,1.92,1,False.
415-3120,66,187.8,117,31.93,129.8,90,11.03,132.3,113,5.95,12,3,3.24,2,False.
387-5891,50,307.1,94,52.21,289.4,78,24.6,174.9,109,7.87,8,3,2.16,0,False.
368-8026,72,118.2,106,20.09,167.2,136,14.21,214.2,106,9.64,12.2,3,3.29,3,False.
332-9446,130,154,95,26.18,205.9,106,17.5,233.7,75,10.52,12.9,1,3.48,1,False.
393-5284,143,155.5,101,26.44,213.4,89,18.14,237.9,61,10.71,7.6,11,2.05,1,False.
392-2268,108,199.3,104,33.88,224.2,92,19.06,140.1,57,6.3,15.2,2,4.1,0,False.
344-9966,109,222.2,113,37.77,218.5,122,18.57,266,88,11.97,10.9,5,2.94,1,False.
373-7037,134,216.8,78,36.86,102.2,111,8.69,174,83,7.83,8.6,2,2.32,0,False.
356-7580,13,193.2,89,32.84,194.4,90,16.52,186.5,104,8.39,9.7,2,2.62,4,False.
390-3401,90,113.2,108,19.24,189.3,63,16.09,271.8,124,12.23,14.1,4,3.81,3,False.
350-9313,111,166.2,54,28.25,238.8,109,20.3,108.8,92,4.9,11.2,2,3.02,3,False.
420-9009,101,262.2,101,44.57,157,80,13.35,129.1,100,5.81,7.3,14,1.97,1,False.
392-4929,67,245.4,89,41.72,148.2,102,12.6,274,136,12.33,7.5,6,2.03,1,False.
346-5068,172,287.1,108,48.81,178.4,125,15.16,153.2,98,6.89,14.4,2,3.89,3,True.
389-2631,154,192.3,82,32.69,165.3,134,14.05,205,74,9.23,9,1,2.43,2,False.
406-8599,123,211,92,35.87,217,102,18.45,214.8,104,9.67,9.8,7,2.65,3,False.
386-7456,130,141.9,92,24.12,228.9,102,19.46,195.1,101,8.78,8.7,5,2.35,0,False.
357-4936,142,220.5,94,37.49,239.5,126,20.36,254.3,109,11.44,5.9,9,1.59,2,False.
353-6218,87,143.5,106,24.4,223.5,147,19,175.4,69,7.89,11.2,5,3.02,0,False.
416-8543,146,160.1,63,27.22,208.4,112,17.71,177.6,98,7.99,9.2,3,2.48,2,False.
358-4576,88,235.1,98,39.97,251.8,79,21.4,285.9,76,12.87,7.2,2,1.94,4,True.
352-5118,119,160,95,27.2,209.5,110,17.81,82.3,107,3.7,8.7,5,2.35,5,True.
408-2621,48,188.4,63,32.03,165.9,89,14.1,205.7,71,9.26,13.2,2,3.56,1,False.
353-3994,135,194.8,97,33.12,235.3,118,20,174.4,126,7.85,11,3,2.97,1,False.
367-4277,100,247.8,117,42.13,130,95,11.05,134.3,125,6.04,6.9,2,1.86,1,False.
370-4139,180,231.8,78,39.41,232.9,79,19.8,206.9,121,9.31,7.6,4,2.05,1,False.
382-6135,100,215.9,90,36.7,257.9,92,21.92,180.2,157,8.11,11.6,4,3.13,1,False.
359-5718,119,217.1,92,36.91,220.8,134,18.77,249.5,93,11.23,8,5,2.16,2,False.
385-3111,86,83.5,96,14.2,221.1,63,18.79,349.7,75,15.74,12.6,3,3.4,0,False.
353-4880,155,183.3,106,31.16,205.1,101,17.43,263.7,90,11.87,5.1,7,1.38,1,False.
343-7019,78,236.8,141,40.26,265.3,101,22.55,152.4,77,6.86,9.5,2,2.57,1,True.
419-6133,153,193.8,90,32.95,195.3,121,16.6,182.7,108,8.22,8.5,3,2.3,1,False.
350-7344,92,134,112,22.78,206,111,17.51,180.6,118,8.13,9.7,4,2.62,0,False.
363-6896,154,191.4,93,32.54,205.4,119,17.46,205.7,121,9.26,10.2,3,2.75,3,False.
408-3269,48,275.2,67,46.78,180.2,108,15.32,159,110,7.15,7.9,2,2.13,1,False.
408-9463,94,174,85,29.58,241.1,114,20.49,207.8,94,9.35,7.9,1,2.13,1,False.
340-7062,139,165,132,28.05,249.7,86,21.22,170.3,128,7.66,12.6,8,3.4,1,False.
417-4309,126,228.7,102,38.88,168.7,99,14.34,223.5,100,10.06,11.8,4,3.19,1,False.
421-2659,122,107.9,88,18.34,235.8,109,20.04,228.6,119,10.29,9.5,3,2.57,2,False.
383-2017,139,221.3,140,37.62,157.8,89,13.41,192.5,89,8.66,11.3,6,3.05,1,False.
411-6294,95,141.1,84,23.99,211.4,108,17.97,103.7,127,4.67,5.9,6,1.59,3,False.
332-9525,80,166.4,92,28.29,238.3,74,20.26,150.7,84,6.78,10.7,4,2.89,4,False.
401-5012,131,249.6,87,42.43,227.2,138,19.31,239.9,92,10.8,7.6,3,2.05,3,False.
368-8835,36,178.6,83,30.36,213.1,103,18.11,198,119,8.91,10.9,5,2.94,1,False.
351-1382,180,139,96,23.63,224.9,64,19.12,170.8,118,7.69,15.7,5,4.24,2,False.
359-7694,25,134.3,98,22.83,202.3,109,17.2,195.9,100,8.82,12.6,5,3.4,2,False.
419-5505,113,215.9,93,36.7,240.1,85,20.41,156.7,123,7.05,4.9,5,1.32,3,False.
366-6991,120,178.4,97,30.33,168.3,113,14.31,120.5,93,5.42,9.3,9,2.51,1,False.
377-9092,109,170.7,101,29.02,240.2,82,20.42,119,112,5.36,11.4,4,3.08,2,False.
373-6681,162,184.5,139,31.37,183.2,78,15.57,127.4,106,5.73,12.3,6,3.32,0,False.
393-2812,177,84.9,77,14.43,257.5,109,21.89,210.5,66,9.47,7.5,5,2.03,2,False.
398-3176,91,217.9,71,37.04,230.1,116,19.56,232.1,110,10.44,10.6,2,2.86,1,False.
369-5449,24,243,91,41.31,183.9,77,15.63,184.3,109,8.29,15.3,6,4.13,0,True.
390-3873,86,126.3,115,21.47,168.8,112,14.35,154.6,95,6.96,9.8,7,2.65,2,False.
354-4568,163,178.7,56,30.38,215.7,79,18.33,152.7,84,6.87,10.6,2,2.86,4,False.
339-6968,91,159,109,27.03,255.1,142,21.68,82.4,73,3.71,10.1,4,2.73,0,False.
379-5933,56,150.9,79,25.65,161.8,87,13.75,167.7,115,7.55,11.7,5,3.16,3,False.
365-5682,147,219.9,118,37.38,208.5,116,17.72,352.5,111,15.86,8.1,4,2.19,3,False.
382-8518,64,168,116,28.56,192.4,94,16.35,166.5,98,7.49,10.1,3,2.73,2,False.
356-8449,108,162.1,83,27.56,171.8,117,14.6,259.8,76,11.69,9.6,3,2.59,4,True.
333-3460,159,198.8,107,33.8,195.5,91,16.62,213.3,120,9.6,16.5,7,4.46,5,False.
375-8596,136,256.8,90,43.66,230.1,104,19.56,143.6,82,6.46,9.1,10,2.46,3,False.
373-2903,45,196.8,92,33.46,254.2,108,21.61,261.8,85,11.78,7.7,2,2.08,1,False.
361-7702,122,140.1,120,23.82,231.4,128,19.67,188.1,127,8.46,11.2,5,3.02,2,False.
388-5850,138,194.3,83,33.03,189.9,97,16.14,232.2,102,10.45,9,3,2.43,5,False.
405-6298,132,117.6,66,19.99,214,108,18.19,239.5,94,10.78,8.8,5,2.38,1,False.
368-2074,101,193.7,108,32.93,186.6,98,15.86,223,100,10.04,11.6,8,3.13,0,False.
395-5783,81,145.4,132,24.72,129.3,91,10.99,186.4,109,8.39,5.2,4,1.4,1,False.
328-2478,116,229.3,93,38.98,184.5,111,15.68,168.2,91,7.57,8.8,3,2.38,2,False.
381-2460,85,197.2,97,33.52,211.7,115,17.99,210.1,133,9.45,8.3,4,2.24,4,False.
390-9811,62,186.4,84,31.69,201,136,17.09,286.7,103,12.9,11.1,3,3,2,True.
373-5670,90,76.1,121,12.94,290.3,73,24.68,236.9,89,10.66,10.8,3,2.92,0,False.
394-9934,73,182.3,115,30.99,199.2,97,16.93,120.2,113,5.41,18,5,4.86,1,False.
373-7690,55,189.3,95,32.18,118.6,113,10.08,250.2,102,11.26,12.5,4,3.38,2,False.
366-9781,76,160.1,107,27.22,168.7,136,14.34,23.2,102,1.04,9.5,4,2.57,3,False.
404-5427,30,145,76,24.65,240.7,112,20.46,197.1,134,8.87,7.1,4,1.92,3,False.
389-9783,157,220.7,105,37.52,119.3,127,10.14,165.1,113,7.43,11.5,7,3.11,4,False.
351-7005,40,224.7,69,38.2,134.5,81,11.43,120.3,104,5.41,7.5,5,2.03,1,True.
348-2009,72,147,79,24.99,162.3,103,13.8,162.9,80,7.33,10.5,4,2.84,1,False.
340-4236,95,260.8,130,44.34,213.4,111,18.14,195.6,97,8.8,10.1,5,2.73,1,False.
348-1528,42,155.4,127,26.42,164.1,45,13.95,157.7,128,7.1,9,3,2.43,0,False.
365-5039,86,166.2,112,28.25,255.3,81,21.7,228.1,97,10.26,5.4,7,1.46,1,False.
411-1810,131,211.8,115,36.01,260.5,102,22.14,144.2,96,6.49,10.8,7,2.92,0,False.
364-7644,55,130.5,114,22.19,208.4,94,17.71,141.6,114,6.37,11,5,2.97,4,True.
346-1095,81,166.2,102,28.25,217.6,112,18.5,220.2,68,9.91,13.2,2,3.56,4,False.
357-9136,28,121.7,48,20.69,125.8,112,10.69,261.6,122,11.77,8.3,2,2.24,6,True.
390-7863,111,176.4,62,29.99,201,124,17.09,150.4,138,6.77,11.2,2,3.02,0,False.
344-2416,3,67.4,116,11.46,244,78,20.74,281.1,93,12.65,11.4,2,3.08,2,False.
360-7076,68,176,118,29.92,277.9,116,23.62,174.7,71,7.86,14.7,7,3.97,1,False.
413-2241,163,247.7,77,42.11,269.5,108,22.91,167.3,82,7.53,9.6,7,2.59,0,True.
343-3961,87,115.4,90,19.62,262.6,68,22.32,245.7,69,11.06,13.1,5,3.54,2,False.
375-4107,58,112.2,95,19.07,209.6,108,17.82,260.9,78,11.74,13.9,1,3.75,0,True.
351-2535,111,229.4,107,39,214.1,99,18.2,289.6,95,13.03,10.4,6,2.81,4,False.
416-9615,144,139.6,96,23.73,124.2,93,10.56,95.6,75,4.3,15,4,4.05,2,False.
377-1293,135,263.8,66,44.85,251.3,116,21.36,200.1,112,9,8.4,2,2.27,5,True.
388-6479,109,217.5,123,36.98,233.7,84,19.86,163.9,99,7.38,9,3,2.43,4,False.
390-2755,107,114.3,132,19.43,199.8,91,16.98,194.7,74,8.76,7.5,8,2.03,1,False.
340-5930,149,196.3,108,33.37,136.8,96,11.63,154.7,87,6.96,7.7,3,2.08,2,False.
401-3622,56,253.2,95,43.04,188,116,15.98,142,133,6.39,4.4,4,1.19,1,False.
382-1104,129,98,99,16.66,240.7,62,20.46,254.8,123,11.47,10.5,4,2.84,0,False.
355-9324,92,249.4,118,42.4,211.5,95,17.98,169,116,7.61,9.1,3,2.46,0,False.
393-4843,67,129.6,107,22.03,233,104,19.81,297,93,13.37,14.5,5,3.92,1,False.
385-1830,166,220.7,106,37.52,177.8,118,15.11,206.1,102,9.27,12.4,9,3.35,1,False.
348-7409,66,87.6,76,14.89,262,111,22.27,184.6,125,8.31,9.2,5,2.48,1,False.
361-4910,76,203.6,61,34.61,161.7,127,13.74,175.9,97,7.92,8.4,3,2.27,0,False.
415-6578,79,213.6,110,36.31,234.9,121,19.97,229.6,157,10.33,8.8,3,2.38,2,False.
369-6012,141,215.4,123,36.62,328.7,98,27.94,160.5,89,7.22,7.8,6,2.11,1,False.
394-4520,49,266.3,90,45.27,207.8,117,17.66,205,98,9.23,14,2,3.78,2,True.
380-5873,46,199.2,111,33.86,175.1,83,14.88,210.6,84,9.48,10.2,2,2.75,3,False.
372-5384,137,115,130,19.55,137.8,83,11.71,224,61,10.08,7.3,4,1.97,3,False.
419-1863,171,270.5,69,45.99,230,112,19.55,136,111,6.12,9.6,5,2.59,1,True.
352-5697,10,222.2,127,37.77,153.1,125,13.01,227.4,80,10.23,12.9,4,3.48,1,False.
373-4274,88,61.9,78,10.52,262.6,114,22.32,212.5,110,9.56,8.8,2,2.38,3,False.
382-4024,89,141.1,92,23.99,249.1,126,21.17,136,73,6.12,10.8,2,2.92,2,False.
395-9215,82,189.2,81,32.16,184.4,117,15.67,255.8,83,11.51,10.6,5,2.86,3,True.
331-9149,139,196,135,33.32,186,146,15.81,153,92,6.89,9.8,1,2.65,3,False.
347-3958,87,171.6,119,29.17,205,107,17.43,170.6,114,7.68,13.8,4,3.73,0,False.
389-2540,137,174,123,29.58,161.3,115,13.71,260.7,98,11.73,11.4,3,3.08,2,False.
384-7724,103,141.3,123,24.02,253.6,87,21.56,215.8,96,9.71,6.4,2,1.73,1,False.
389-2114,100,235.8,130,40.09,176,69,14.96,63.6,122,2.86,7.3,1,1.97,2,False.
335-4414,110,185.1,100,31.47,165.1,88,14.03,111.6,104,5.02,6.3,4,1.7,3,False.
420-6414,89,163.5,80,27.8,274.8,136,23.36,381.9,147,17.19,7.5,5,2.03,2,False.
392-2708,121,207.9,98,35.34,210.5,96,17.89,109.6,114,4.93,7.7,2,2.08,2,False.
352-7234,101,248.6,102,42.26,174.9,93,14.87,207.2,86,9.32,6.1,3,1.65,3,False.
337-9878,103,185.4,105,31.52,197.6,126,16.8,147.1,110,6.62,14.5,4,3.92,2,False.
350-7288,51,197.8,60,33.63,221,64,18.79,168.6,134,7.59,8.9,5,2.4,1,False.
415-8448,2,132.1,42,22.46,138.9,88,11.81,192.6,119,8.67,9.1,1,2.46,2,True.
392-6331,111,197.1,117,33.51,227.8,128,19.36,214,101,9.63,9.3,11,2.51,0,False.
392-3315,118,154.6,112,26.28,184.2,105,15.66,217.4,102,9.78,12.6,5,3.4,2,False.
382-5401,17,153.1,115,26.03,185.9,59,15.8,224.3,102,10.09,10,1,2.7,6,True.
389-7012,130,211.2,119,35.9,231.1,120,19.64,220.9,80,9.94,6.3,9,1.7,2,False.
411-4714,193,96.8,92,16.46,142.6,103,12.12,210.1,115,9.45,10.9,5,2.94,2,True.
343-3846,114,172,145,29.24,276.4,101,23.49,193.7,100,8.72,10.1,9,2.73,1,False.
370-4395,137,141.1,91,23.99,147.2,100,12.51,254.7,75,11.46,8,7,2.16,2,False.
422-4394,185,151.1,121,25.69,244.7,88,20.8,154.4,91,6.95,13.8,2,3.73,2,False.
405-1780,101,209.6,107,35.63,228.8,96,19.45,172.4,85,7.76,7.6,2,2.05,3,False.
393-2220,95,247,109,41.99,125.6,91,10.68,226.5,90,10.19,10.5,4,2.84,3,False.
355-8299,7,221.4,114,37.64,165.8,116,14.09,247,105,11.12,10.8,12,2.92,1,False.
379-8681,126,321.3,99,54.62,167.9,93,14.27,193.6,106,8.71,8,4,2.16,1,True.
409-7034,71,243.7,124,41.43,60,90,5.1,189,129,8.5,11.3,2,3.05,0,False.
358-1922,124,251.5,85,42.76,214.2,98,18.21,186.1,71,8.37,11.1,6,3,3,False.
346-1629,97,236.9,107,40.27,157.6,105,13.4,241,120,10.85,7.3,2,1.97,0,True.
347-1870,28,159.7,79,27.15,216.7,131,18.42,206.7,116,9.3,9.3,3,2.51,2,False.
374-9576,90,148.2,96,25.19,220.4,111,18.73,134.2,97,6.04,9.2,1,2.48,4,True.
380-1096,190,150.9,86,25.65,268.6,129,22.83,179.9,73,8.1,14.7,1,3.97,1,False.
396-5790,31,210.5,101,35.79,250.5,86,21.29,241.6,125,10.87,11.5,2,3.11,1,False.
356-5244,52,170.9,71,29.05,201.4,80,17.12,159,124,7.15,4.1,5,1.11,2,False.
341-1412,73,254.7,80,43.3,90.2,79,7.67,153.4,60,6.9,10.6,8,2.86,0,False.
387-7371,111,284.4,89,48.35,157,113,13.35,242.8,91,10.93,8.4,8,2.27,0,True.
403-9167,106,133.7,45,22.73,187.8,107,15.96,181.9,89,8.19,10.7,2,2.89,1,True.
338-6550,111,224.9,117,38.23,191.9,127,16.31,229.9,97,10.35,10.3,3,2.78,0,False.
357-5801,59,151.8,98,25.81,209.9,92,17.84,266.9,86,12.01,11.9,5,3.21,1,False.
403-1953,71,141.4,107,24.04,163,105,13.86,220,99,9.9,5.6,3,1.51,2,False.
357-6039,55,285.7,124,48.57,230.9,106,19.63,230.7,140,10.38,14.8,7,4,0,True.
388-9653,13,58.4,121,9.93,262.2,64,22.29,159,115,7.15,11.9,5,3.21,1,False.
359-2915,136,90.4,105,15.37,201.3,109,17.11,227.1,115,10.22,13.1,4,3.54,0,False.
381-4562,123,114.4,91,19.45,216.6,123,18.41,250.6,102,11.28,11,3,2.97,0,False.
406-2213,105,147.7,103,25.11,222.7,78,18.93,163.5,102,7.36,12.8,3,3.46,2,False.
330-6436,50,302.7,93,51.46,240.5,119,20.44,193.9,103,8.73,13.6,14,3.67,3,False.
332-4289,118,136.1,120,23.14,204.2,103,17.36,228.2,90,10.27,11.3,4,3.05,1,False.
386-3596,97,169.7,84,28.85,165.9,86,14.1,191.9,83,8.64,12.8,6,3.46,3,False.
337-3740,51,227.2,89,38.62,194.4,106,16.52,243.4,126,10.95,14.9,2,4.02,0,False.
414-1496,73,217.8,91,37.03,220.6,97,18.75,277.3,89,12.48,10.3,6,2.78,1,True.
385-1985,64,206.2,76,35.05,232.4,76,19.75,251.6,96,11.32,13.6,2,3.67,1,False.
339-1330,115,245,97,41.65,250.7,75,21.31,270.2,124,12.16,13.7,8,3.7,1,True.
398-1959,162,184.5,118,31.37,224,95,19.04,180.5,82,8.12,11.6,3,3.13,1,False.
408-7015,89,89.5,66,15.22,179.3,104,15.24,225.1,116,10.13,12.3,1,3.32,3,False.
384-9254,94,235.6,131,40.05,194.8,107,16.56,170.6,93,7.68,8.6,4,2.32,1,False.
355-9475,129,186,127,31.62,262.3,96,22.3,98.9,63,4.45,11.5,6,3.11,4,False.
334-1337,86,223.9,75,38.06,155.7,109,13.23,150.2,143,6.76,7.3,9,1.97,1,False.
359-1441,96,179.5,125,30.52,162.3,139,13.8,264.5,133,11.9,6.6,2,1.78,1,False.
391-5442,190,169.4,102,28.8,253.5,113,21.55,197.1,93,8.87,8.9,5,2.4,1,False.
374-1551,80,118.1,90,20.08,144.3,77,12.27,225.1,86,10.13,8.2,6,2.21,1,False.
399-6233,108,112,105,19.04,193.7,110,16.46,208.9,93,9.4,4.1,4,1.11,4,True.
337-4749,97,168.4,129,28.63,225.9,97,19.2,191.8,95,8.63,8.5,7,2.3,0,False.
364-9240,131,156.6,134,26.62,71,95,6.04,261.7,120,11.78,13.4,10,3.62,1,False.
404-9348,58,142.8,96,24.28,272.3,100,23.15,193.4,105,8.7,8.9,4,2.4,1,False.
364-8981,54,116.8,119,19.86,123.1,123,10.46,217.5,101,9.79,12,2,3.24,1,False.
412-7606,45,155.7,110,26.47,260.3,103,22.13,192.2,98,8.65,11,1,2.97,1,False.
380-6342,125,236.1,107,40.14,289.2,110,24.58,175.4,107,7.89,9.1,4,2.46,2,False.
418-3017,72,138.1,113,23.48,260.1,83,22.11,135.4,118,6.09,8.2,2,2.21,2,False.
341-5892,113,81.3,116,13.82,220.6,124,18.75,235.7,113,10.61,8.9,3,2.4,0,False.
366-6751,212,126,96,21.42,144.3,80,12.27,302.8,102,13.63,7.6,3,2.05,1,False.
397-8512,99,197.2,127,33.52,156,92,13.26,204.1,99,9.18,9.9,6,2.67,4,False.
367-9495,94,194.1,62,33,227.2,54,19.31,190.4,115,8.57,15.3,4,4.13,1,False.
379-2991,40,115.7,105,19.67,127.8,113,10.86,107.5,91,4.84,9.3,6,2.51,1,False.
356-4832,86,157.2,118,26.72,196.3,136,16.69,226.7,109,10.2,8.4,5,2.27,3,False.
366-4444,170,246.4,107,41.89,228.1,124,19.39,166.4,95,7.49,9.1,8,2.46,0,False.
394-3806,105,227.4,121,38.66,268.5,89,22.82,143.3,82,6.45,13,4,3.51,1,False.
368-5647,103,189.8,110,32.27,115.5,83,9.82,191.3,103,8.61,12.2,4,3.29,0,False.
412-1076,140,188.9,124,32.11,160.9,102,13.68,197.7,100,8.9,11.5,5,3.11,4,False.
413-7655,101,0,0,0,192.1,119,16.33,168.8,95,7.6,7.2,4,1.94,1,False.
371-2316,98,110.5,87,18.79,227.8,97,19.36,243.6,84,10.96,11,4,2.97,1,False.
420-3346,104,167.6,116,28.49,219.2,112,18.63,215.9,94,9.72,11.7,2,3.16,4,False.
367-3971,115,132,90,22.44,197.5,75,16.79,175.8,114,7.91,0,0,0,3,False.
417-5813,112,167.8,88,28.53,247.9,81,21.07,155.1,108,6.98,11.9,4,3.21,0,False.
421-8535,70,213.4,86,36.28,204.7,77,17.4,256.6,101,11.55,5.7,4,1.54,1,False.
331-8484,87,82.6,113,14.04,224.4,63,19.07,163.6,88,7.36,9.5,1,2.57,3,False.
366-5829,125,143.2,80,24.34,88.1,94,7.49,233.2,135,10.49,8.8,7,2.38,4,True.
367-7906,86,125.5,139,21.34,269.8,93,22.93,235.8,110,10.61,8.9,8,2.4,1,False.
412-2520,73,82.3,105,13.99,256.1,91,21.77,229.6,98,10.33,11.8,2,3.19,6,True.
420-6780,1,183.1,95,31.13,232.6,110,19.77,248.3,110,11.17,8.4,2,2.27,0,False.
401-1454,133,162.1,91,27.56,212.1,94,18.03,260.4,78,11.72,12.2,5,3.29,1,False.
379-2508,103,166.6,84,28.32,192.4,91,16.35,167.9,115,7.56,7.7,6,2.08,1,False.
353-3492,131,135.9,60,23.1,233.2,78,19.82,210.6,121,9.48,9.4,4,2.54,1,False.
406-4840,95,165.7,78,28.17,215.6,94,18.33,243.3,91,10.95,9.8,6,2.65,0,False.
391-7982,182,176.1,90,29.94,174.9,106,14.87,234.7,134,10.56,9.7,4,2.62,1,False.
379-9821,99,142.3,89,24.19,204.5,95,17.38,203.1,114,9.14,9.1,1,2.46,0,False.
398-7414,27,177.6,121,30.19,296.8,92,25.23,192.9,106,8.68,7.6,3,2.05,3,False.
397-3058,29,235,101,39.95,183.3,79,15.58,139.8,106,6.29,5.7,7,1.54,2,False.
389-8096,65,105.7,95,17.97,141.8,100,12.05,180.5,105,8.12,6.6,12,1.78,2,False.
393-6840,81,149.4,68,25.4,171.9,98,14.61,214.5,97,9.65,17.9,3,4.83,3,True.
360-7404,37,264.7,81,45,216.5,110,18.4,210.7,102,9.48,10.4,7,2.81,0,False.
411-5740,107,160.3,45,27.25,221.5,70,18.83,261.6,109,11.77,5.6,1,1.51,1,False.
412-3726,127,95.9,117,16.3,159.5,131,13.56,152.8,132,6.88,10.4,3,2.81,1,False.
372-7326,78,140.7,77,23.92,195.2,114,16.59,252.9,107,11.38,11.7,5,3.16,0,False.
338-9873,55,119.7,148,20.35,231.8,96,19.7,222.3,113,10,4.6,2,1.24,2,False.
383-4322,86,99.9,84,16.98,263.5,125,22.4,254.7,90,11.46,9.8,7,2.65,2,False.
401-7654,176,250.9,108,42.65,171.4,100,14.57,148.6,85,6.69,9.6,6,2.59,2,False.
410-5455,96,200.6,117,34.1,289.5,120,24.61,98.3,95,4.42,11.2,5,3.02,2,False.
419-4310,11,209.8,130,35.67,196.6,84,16.71,233,79,10.49,7,7,1.89,1,False.
367-2056,48,198,70,33.66,273.7,121,23.26,217.9,71,9.81,7.6,4,2.05,1,False.
363-6695,127,239.8,107,40.77,128.9,121,10.96,249.9,110,11.25,11.3,5,3.05,1,False.
374-6217,63,164.5,75,27.97,147.9,118,12.57,252.7,97,11.37,11.2,2,3.02,0,False.
337-9569,79,220.9,107,37.55,192.2,97,16.34,161,74,7.25,12.2,2,3.29,1,False.
380-4080,89,112.6,114,19.14,261.7,132,22.24,123.5,116,5.56,11.1,2,3,0,True.
333-7460,83,226.4,117,38.49,234.7,97,19.95,133.6,82,6.01,10.8,7,2.92,1,False.
378-3722,126,244.9,118,41.63,219.6,105,18.67,210.8,136,9.49,9.7,6,2.62,4,False.
353-9339,60,203.2,99,34.54,235.8,131,20.04,224.9,112,10.12,15.1,6,4.08,2,False.
403-5575,136,152.6,97,25.94,208.9,85,17.76,119.1,99,5.36,5,10,1.35,1,False.
